RecordId,CreationDate,RecordType,Operation,UserId,AuditData,AssociatedAdminUnits,AssociatedAdminUnitsNames
538815b7-273a-4a3f-9957-c86897966eec,9/20/2023 4:05:03 AM,8,Add service principal.,Certificate,"{""CreationTime"":""2023-09-20T04:05:03"",""Id"":""538815b7-273a-4a3f-9957-c86897966eec"",""Operation"":""Add service principal."",""OrganizationId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""RecordType"":8,""ResultStatus"":""Success"",""UserKey"":""Not Available"",""UserType"":4,""Version"":1,""Workload"":""AzureActiveDirectory"",""ObjectId"":""66244124-575c-4284-92bc-fdd00e669cea"",""UserId"":""Certificate"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""additionalDetails"",""Value"":""{\""AppId\"":\""66244124-575c-4284-92bc-fdd00e669cea\""}""},{""Name"":""extendedAuditEventCategory"",""Value"":""ServicePrincipal""}],""ModifiedProperties"":[{""Name"":""AccountEnabled"",""NewValue"":""[\r\n  true\r\n]"",""OldValue"":""[]""},{""Name"":""AppAddress"",""NewValue"":""[\r\n  {\r\n    \""AddressType\"": 0,\r\n    \""Address\"": \""https:\/\/iamtenantcrawler.microsoft.com\"",\r\n    \""ReplyAddressClientType\"": 1,\r\n    \""ReplyAddressIndex\"": null,\r\n    \""IsReplyAddressDefault\"": false\r\n  },\r\n  {\r\n    \""AddressType\"": 4,\r\n    \""Address\"": \""https:\/\/iamtenantcrawler.microsoft.com\/reply\"",\r\n    \""ReplyAddressClientType\"": 0,\r\n    \""ReplyAddressIndex\"": null,\r\n    \""IsReplyAddressDefault\"": false\r\n  }\r\n]"",""OldValue"":""[]""},{""Name"":""AppPrincipalId"",""NewValue"":""[\r\n  \""66244124-575c-4284-92bc-fdd00e669cea\""\r\n]"",""OldValue"":""[]""},{""Name"":""DisplayName"",""NewValue"":""[\r\n  \""IAMTenantCrawler\""\r\n]"",""OldValue"":""[]""},{""Name"":""ServicePrincipalName"",""NewValue"":""[\r\n  \""66244124-575c-4284-92bc-fdd00e669cea\""\r\n]"",""OldValue"":""[]""},{""Name"":""Credential"",""NewValue"":""[\r\n  {\r\n    \""CredentialType\"": 2,\r\n    \""KeyStoreId\"": \""291154f0-a9f5-45bb-87be-9c8ee5b6d62c\"",\r\n    \""KeyGroupId\"": \""1b688382-21fe-4a45-af46-11c18288f363\""\r\n  }\r\n]"",""OldValue"":""[]""},{""Name"":""Included Updated Properties"",""NewValue"":""AccountEnabled, AppAddress, AppPrincipalId, DisplayName, ServicePrincipalName, Credential"",""OldValue"":""""},{""Name"":""TargetId.ServicePrincipalNames"",""NewValue"":""66244124-575c-4284-92bc-fdd00e669cea"",""OldValue"":""""}],""Actor"":[{""ID"":""Microsoft Azure AD Internal - Jit Provisioning"",""Type"":1},{""ID"":""Certificate"",""Type"":2},{""ID"":""Other"",""Type"":2}],""ActorContextId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""InterSystemsId"":""a76a8e12-a838-4350-bce2-3c1a7196670b"",""IntraSystemId"":""602f9fdd-4b8f-4734-a2ca-727fac72358e"",""SupportTicketId"":"""",""Target"":[{""ID"":""ServicePrincipal_691e82fd-babf-451c-8a3d-826f69957567"",""Type"":2},{""ID"":""691e82fd-babf-451c-8a3d-826f69957567"",""Type"":2},{""ID"":""ServicePrincipal"",""Type"":2},{""ID"":""IAMTenantCrawler"",""Type"":1},{""ID"":""66244124-575c-4284-92bc-fdd00e669cea"",""Type"":2},{""ID"":""66244124-575c-4284-92bc-fdd00e669cea"",""Type"":4}],""TargetContextId"":""df233d94-fed3-4436-bf9a-a799fb85a159""}",,
adba4658-fe8e-495a-bfb5-edb4ad398956,9/21/2023 7:34:07 AM,8,Add service principal.,Certificate,"{""CreationTime"":""2023-09-21T07:34:07"",""Id"":""adba4658-fe8e-495a-bfb5-edb4ad398956"",""Operation"":""Add service principal."",""OrganizationId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""RecordType"":8,""ResultStatus"":""Success"",""UserKey"":""Not Available"",""UserType"":4,""Version"":1,""Workload"":""AzureActiveDirectory"",""ObjectId"":""d7097cd1-c779-44d0-8c71-ab1f8386a97e"",""UserId"":""Certificate"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""additionalDetails"",""Value"":""{\""AppId\"":\""d7097cd1-c779-44d0-8c71-ab1f8386a97e\""}""},{""Name"":""extendedAuditEventCategory"",""Value"":""ServicePrincipal""}],""ModifiedProperties"":[{""Name"":""AccountEnabled"",""NewValue"":""[\r\n  true\r\n]"",""OldValue"":""[]""},{""Name"":""AppPrincipalId"",""NewValue"":""[\r\n  \""d7097cd1-c779-44d0-8c71-ab1f8386a97e\""\r\n]"",""OldValue"":""[]""},{""Name"":""DisplayName"",""NewValue"":""[\r\n  \""Microsoft Office Licensing Service Agents\""\r\n]"",""OldValue"":""[]""},{""Name"":""ServicePrincipalName"",""NewValue"":""[\r\n  \""d7097cd1-c779-44d0-8c71-ab1f8386a97e\""\r\n]"",""OldValue"":""[]""},{""Name"":""Credential"",""NewValue"":""[\r\n  {\r\n    \""CredentialType\"": 2,\r\n    \""KeyStoreId\"": \""291154f0-a9f5-45bb-87be-9c8ee5b6d62c\"",\r\n    \""KeyGroupId\"": \""b3893f71-2721-4260-bfe1-df8021720b61\""\r\n  }\r\n]"",""OldValue"":""[]""},{""Name"":""Included Updated Properties"",""NewValue"":""AccountEnabled, AppPrincipalId, DisplayName, ServicePrincipalName, Credential"",""OldValue"":""""},{""Name"":""TargetId.ServicePrincipalNames"",""NewValue"":""d7097cd1-c779-44d0-8c71-ab1f8386a97e"",""OldValue"":""""}],""Actor"":[{""ID"":""Microsoft Azure AD Internal - Jit Provisioning"",""Type"":1},{""ID"":""Certificate"",""Type"":2},{""ID"":""Other"",""Type"":2}],""ActorContextId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""InterSystemsId"":""b8e67b42-963b-44de-a0f0-4cd952995af1"",""IntraSystemId"":""e2816224-e9c3-45b7-8238-1501690b7b21"",""SupportTicketId"":"""",""Target"":[{""ID"":""ServicePrincipal_0d3e6e97-2328-4e47-8265-b21569e6413c"",""Type"":2},{""ID"":""0d3e6e97-2328-4e47-8265-b21569e6413c"",""Type"":2},{""ID"":""ServicePrincipal"",""Type"":2},{""ID"":""Microsoft Office Licensing Service Agents"",""Type"":1},{""ID"":""d7097cd1-c779-44d0-8c71-ab1f8386a97e"",""Type"":2},{""ID"":""d7097cd1-c779-44d0-8c71-ab1f8386a97e"",""Type"":4}],""TargetContextId"":""df233d94-fed3-4436-bf9a-a799fb85a159""}",,
90c2f49c-e83e-43de-5526-08dbbbecfb7d,9/23/2023 4:24:30 AM,1,Enable-AddressListPaging,NT AUTHORITY\SYSTEM (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{""UniqueTokenId"":""""},""CreationTime"":""2023-09-23T04:24:30"",""Id"":""90c2f49c-e83e-43de-5526-08dbbbecfb7d"",""Operation"":""Enable-AddressListPaging"",""OrganizationId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""M365B132131.onmicrosoft.com"",""UserId"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""ClientAppId"":"""",""ExternalAccess"":true,""OrganizationName"":""M365B132131.onmicrosoft.com"",""OriginatingServer"":""CH3PR10MB6883 (15.20.6813.014)"",""Parameters"":[{""Name"":""DoNotUpdateRecipients"",""Value"":""True""},{""Name"":""DomainController"",""Value"":""""},{""Name"":""Identity"",""Value"":""NAMPR10A011.PROD.OUTLOOK.COM\/Microsoft Exchange Hosted Organizations\/M365B132131.onmicrosoft.com""}]}",,
ffab09e8-489b-4da0-28cb-08dbbbecfcac,9/23/2023 4:24:32 AM,1,New-ExchangeAssistanceConfig,NT AUTHORITY\SYSTEM (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{""UniqueTokenId"":""""},""CreationTime"":""2023-09-23T04:24:32"",""Id"":""ffab09e8-489b-4da0-28cb-08dbbbecfcac"",""Operation"":""New-ExchangeAssistanceConfig"",""OrganizationId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""M365B132131.onmicrosoft.com\\ExchangeAssistance"",""UserId"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""ClientAppId"":"""",""ExternalAccess"":true,""OrganizationName"":""M365B132131.onmicrosoft.com"",""OriginatingServer"":""CH3PR10MB6883 (15.20.6813.014)"",""Parameters"":[{""Name"":""DomainController"",""Value"":""""},{""Name"":""Organization"",""Value"":""M365B132131.onmicrosoft.com""},{""Name"":""IgnoreDehydratedFlag"",""Value"":""True""}]}",,
8c9b0d13-84a7-4c5b-814d-08dbbbecff1a,9/23/2023 4:24:36 AM,1,Set-TransportConfig,NT AUTHORITY\SYSTEM (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{""UniqueTokenId"":""""},""CreationTime"":""2023-09-23T04:24:36"",""Id"":""8c9b0d13-84a7-4c5b-814d-08dbbbecff1a"",""Operation"":""Set-TransportConfig"",""OrganizationId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""M365B132131.onmicrosoft.com\\Transport Settings"",""UserId"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""ClientAppId"":"""",""ExternalAccess"":true,""OrganizationName"":""M365B132131.onmicrosoft.com"",""OriginatingServer"":""CH3PR10MB6883 (15.20.6813.014)"",""Parameters"":[{""Name"":""DomainController"",""Value"":""""},{""Name"":""Identity"",""Value"":""NAMPR10A011.PROD.OUTLOOK.COM\/Microsoft Exchange Hosted Organizations\/M365B132131.onmicrosoft.com""},{""Name"":""SupervisionTags"",""Value"":""Reject;Allow""}]}",,
55dc5a3d-2278-4de5-9662-08dbbbed0cf6,9/23/2023 4:25:00 AM,1,Install-DefaultSharingPolicy,NT AUTHORITY\SYSTEM (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{""UniqueTokenId"":""""},""CreationTime"":""2023-09-23T04:25:00"",""Id"":""55dc5a3d-2278-4de5-9662-08dbbbed0cf6"",""Operation"":""Install-DefaultSharingPolicy"",""OrganizationId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""M365B132131.onmicrosoft.com\\d73952ec-670a-40b9-9733-6ec5004ff0b4"",""UserId"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""ClientAppId"":"""",""ExternalAccess"":true,""OrganizationName"":""M365B132131.onmicrosoft.com"",""OriginatingServer"":""CH3PR10MB6883 (15.20.6813.014)"",""Parameters"":[{""Name"":""DomainController"",""Value"":""""},{""Name"":""Organization"",""Value"":""M365B132131.onmicrosoft.com""}]}",,
73369d29-8baf-439e-1b13-08dbbbed0e36,9/23/2023 4:25:02 AM,1,Install-AdminAuditLogConfig,NT AUTHORITY\SYSTEM (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{""UniqueTokenId"":""""},""CreationTime"":""2023-09-23T04:25:02"",""Id"":""73369d29-8baf-439e-1b13-08dbbbed0e36"",""Operation"":""Install-AdminAuditLogConfig"",""OrganizationId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""M365B132131.onmicrosoft.com\\Admin Audit Log Settings"",""UserId"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""ClientAppId"":"""",""ExternalAccess"":true,""OrganizationName"":""M365B132131.onmicrosoft.com"",""OriginatingServer"":""CH3PR10MB6883 (15.20.6813.014)"",""Parameters"":[{""Name"":""DomainController"",""Value"":""""},{""Name"":""Organization"",""Value"":""M365B132131.onmicrosoft.com""}]}",,
1fb57026-7ba5-4f6c-178a-08dbbbed0f0f,9/23/2023 4:25:03 AM,1,Install-DataClassificationConfig,NT AUTHORITY\SYSTEM (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{""UniqueTokenId"":""""},""CreationTime"":""2023-09-23T04:25:03"",""Id"":""1fb57026-7ba5-4f6c-178a-08dbbbed0f0f"",""Operation"":""Install-DataClassificationConfig"",""OrganizationId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""M365B132131.onmicrosoft.com\\Default Data Config"",""UserId"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""ClientAppId"":"""",""ExternalAccess"":true,""OrganizationName"":""M365B132131.onmicrosoft.com"",""OriginatingServer"":""CH3PR10MB6883 (15.20.6813.014)"",""Parameters"":[{""Name"":""Organization"",""Value"":""M365B132131.onmicrosoft.com""},{""Name"":""DomainController"",""Value"":""""}]}",,
f04cb50e-f190-435c-f0cc-08dbbbed1395,9/23/2023 4:25:11 AM,1,Install-ResourceConfig,NT AUTHORITY\SYSTEM (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{""UniqueTokenId"":""""},""CreationTime"":""2023-09-23T04:25:11"",""Id"":""f04cb50e-f190-435c-f0cc-08dbbbed1395"",""Operation"":""Install-ResourceConfig"",""OrganizationId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""M365B132131.onmicrosoft.com\\Resource Schema"",""UserId"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""ClientAppId"":"""",""ExternalAccess"":true,""OrganizationName"":""M365B132131.onmicrosoft.com"",""OriginatingServer"":""CH3PR10MB6883 (15.20.6813.014)"",""Parameters"":[{""Name"":""DomainController"",""Value"":""""},{""Name"":""Organization"",""Value"":""M365B132131.onmicrosoft.com""}]}",,
4a891c7a-a4fb-41c5-074b-08dbbbed1c49,9/23/2023 4:25:25 AM,1,Set-Mailbox,NT AUTHORITY\SYSTEM (Microsoft.Exchange.ServiceHost),"{""AppAccessContext"":{""UniqueTokenId"":""""},""CreationTime"":""2023-09-23T04:25:25"",""Id"":""4a891c7a-a4fb-41c5-074b-08dbbbed1c49"",""Operation"":""Set-Mailbox"",""OrganizationId"":""df233d94-fed3-4436-bf9a-a799fb85a159"",""RecordType"":1,""ResultStatus"":""True"",""UserKey"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""UserType"":3,""Version"":1,""Workload"":""Exchange"",""ObjectId"":""NAMPR10A011.PROD.OUTLOOK.COM\/Microsoft Exchange Hosted Organizations\/M365B132131.onmicrosoft.com\/SystemMailbox{bb558c35-97f1-4cb9-8ff7-d53741dc928c}"",""UserId"":""NT AUTHORITY\\SYSTEM (Microsoft.Exchange.ServiceHost)"",""AppId"":"""",""ClientAppId"":"""",""ExternalAccess"":true,""OrganizationName"":""M365B132131.onmicrosoft.com"",""OriginatingServer"":""CH3PR10MB6883 (15.20.6813.014)"",""Parameters"":[{""Name"":""Force"",""Value"":""True""},{""Name"":""UMGrammar"",""Value"":""True""},{""Name"":""Arbitration"",""Value"":""True""},{""Name"":""MaxSendSize"",""Value"":""1 GB (1,073,741,824 bytes)""},{""Name"":""MailRouting"",""Value"":""True""},{""Name"":""MessageTracking"",""Value"":""True""},{""Name"":""OMEncryption"",""Value"":""True""},{""Name"":""OABGen"",""Value"":""True""},{""Name"":""ClientExtensions"",""Value"":""True""},{""Name"":""Identity"",""Value"":""NAMPR10A011.PROD.OUTLOOK.COM\/Microsoft Exchange Hosted Organizations\/M365B132131.onmicrosoft.com\/SystemMailbox{bb558c35-97f1-4cb9-8ff7-d53741dc928c}""},{""Name"":""GMGen"",""Value"":""True""},{""Name"":""SuiteServiceStorage"",""Value"":""True""}]}",,
